Woreda,Kebele,Village Name,Name of water system,Latitude,Longitude,Elevation,Photo,Year of construction (EFY),on spot or have distribution,Number of water points,# Non functional water points,Total HH beneficiaries,#house hold connections,Type of water system,water source fenced,guard at source,Type of lifting device (on spot),Type of hand pump,Type of power source,Functionality Status,Has the system ever been maintained/Rehabilitated?,water quality test conducted regularly,Water quality complain from user community,What is the complain ?,Who manages the system?,Year of WASHCO established (EFY),Are all WASHCO members active?,Date of last woreda visit to the WASHCO (EFY)?,Was there WASHCO training?,Date of last WASHCO training (EFY),# of women WASHCO members,Does the WASHCO have bank account?,When was the bank account opened (EFY)?,the last audit conducted (EFY),Water fee collection,Fee collection Modality,Fee collected regularly,How many Birr per specified modality,
Mana,Qore-Lalisaa,Turcii,shekote,7.835911,36.745271,1689,,2009-9,On spot,,,81,,Spring,No,No,Gravity,,,Functional,,,,,WASHCO,2009-9,,,,,,,,,,,,,
Mana,Qore-Lalisaa,Walancho,Awale,7.851475,36.730484,1645,,2012-6,On spot,,,67,,Spring,No,No,Gravity,,,Functional,,,,,WASHCO,2012-6,,,,,,,,,,,,,
Mana,Qore-Lalisaa,Turcii,A/Nagaa ,7.84667,36.730484,1628,,2003-7,On spot,,,78,,Spring,No,No,Gravity,,,Functional,,,,,WASHCO,2003-7,,,,,,,,,,,,,
Mana,Qore-Lalisaa,Turcii,Bodda1ffaa ,7.847684,36.723504,1592,,2003-5,On spot,,,85,,Spring,No,No,Gravity,,,Non Functional,,,,,WASHCO,2003-5,,,,,,,,,,,,,
Mana,Qore-Lalisaa,Turcii,Bodda2ffaa ,7.847678,36.723509,1594,,2008-7,On spot,, ,68,,Spring,No,No,Gravity,,,Functional,,,,,WASHCO,2008-7,,,,,,,,,,,,,
Mana,Qore-Lalisaa,Turcii,Hajii,7.840682,36.728447,1639,,2006-8,On spot, ,,72,,Spring,No,No,Gravity,,,Functional,,,,,WASHCO,2006-8,,,,,,,,,,,,,
Mana,Sayee-Boontu,Bantuu,Shekota,7.855001393,36.74879816,1655,https://akvoflow-23.s3.amazonaws.com/images/1b781e39-7966-4bf5-95c3-fd86c1303d6e.jpg,2012-06-20,On Spot,,,67,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2013-04-03,No,2013-07-10,No,,3,No,,,No,,No,,
Mana,Sayee-Boontu,Bantuu,Aba Rayyaa,7.849178313,36.74733571,1689,https://akvoflow-23.s3.amazonaws.com/images/bb6fd3b0-d713-4d6d-84ee-f753c3f0a9b6.jpg,2004-05-10,On Spot,,,42,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2005-02-08,No,2012-05-23,No,,3,No,,,No,,No,,
Mana,Sayee-Boontu,Bantuu,Aba Boor,7.850215629,36.74652766,1659,https://akvoflow-23.s3.amazonaws.com/images/75b69adb-5025-41a4-852f-8c8afb1b37d1.jpg,2000-06-14,On Spot,,,61,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2006-01-19,No,2011-11-16,No,,3,No,,,No,,No,,
Mana,Sayee-Boontu,Walake,Burqa Walake,7.752204247,36.80671613,1609,,2009-10,On spot,,,50,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2009-10,,,,,,,,,,,,,
Mana,Sayee-Boontu,Oddoo,Burqaa A/Sanbii ,7.751314987,36.81190234,1579,,2010-8,On spot,,,25,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2010-8,,,,,,,,,,,,,
Mana,Sayee-Boontu,Oddoo,A/Garoo,7.74875023,36.81687293,1567,,2013-7,On spot,,,22,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2013-7,,,,,,,,,,,,,
Mana,Sayee-Boontu,Gare Garo,A/selam,7.748610898,36.82276097,1571,,2007-8,On spot,,,15,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2007-8,,,,,,,,,,,,,
Mana,Sayee-Boontu,gooroo,A/Naajii ,7.747730053,36.82239916,1575,,2008-6,On spot,,,20,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2008-6,,,,,,,,,,,,,
Mana,Sayee-Boontu,gooroo,A/Foogi A/Garoo ,7.738495648,36.82308079,1562,,2003-6,On spot,,,55,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2003-6,,,,,,,,,,,,,
Mana,Sayee-Boontu,Gubbee ,A/Garo A/dhasa ,7.742728245,36.82537894,1569,,2004-5,On spot, ,,15,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2004-5,,,,,,,,,,,,,
Mana,Sayee-Boontu,Gembe,A/Biyya A/yasiin ,7.772955375,36.8027919,1567,,2006-8,On spot,,,27,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2006-8,,,,,,,,,,,,,
Mana,Sayee-Boontu,Gabbarii,Burqa A/Bulgu ,7.752204247,36.80671613,2163,,2003-7,On spot,,,65,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2003-7,,,,,,,,,,,,,
Mana,Sayee-Boontu,Gabbarii,Burqa Jawaar,7.751314987,36.81190234,1533,,2015-6,On spot,,,40,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2015-6,,,,,,,,,,,,,
Mana,Sayee-Boontu,Gare Konjoo,Burqa A/Garo a/fira,7.74875023,36.81687293,1531,,2005-8,On spot,,,50,,Spring,No,No,Gravity,,,Non Functional,No,No,No,,WASHCO,2005-8,,,,,,,,,,,,,
Mana,Sayee-Boontu,Loogoo ,Burqa A/Gumbul A/Miree,7.748610898,36.82276097,1485,,2010-5,On spot,,,25,,Spring,No,No,Gravity,,,Non Functional,No,No,No,,WASHCO,2010-5,,,,,,,,,,,,,
Mana,Sayee-Boontu,Bareda ,Burqa A/Gojjam,7.747730053,36.82239916,1574,,2005-8,On spot,,,70,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2005-8,,,,,,,,,,,,,
Mana,Sayee-Boontu,Bareda ,Burqa Naaziif A/Rayyaa ,7.738495648,36.82308079,1597,,2014-8,On spot,,,10,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2014-8,,,,,,,,,,,,,
Mana,Sayee-Boontu,Amaraa ,Burqa Amaraa ,7.742728245,36.82537894,1570,,2016-9,On spot,,,35,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2016-9,,,,,,,,,,,,,
Mana,Sayee-Boontu,Amaraa ,Burqa Walanchoo ,7.772955375,36.8027919,1565,,2007-6,On spot,,,30,,Spring,No,No,Gravity,,,Non Functional,No,No,No,,WASHCO,2007-6,,,,,,,,,,,,,
Mana,Sayee-Boontu,Amaraa ,Burqa Saambii ,7.764372779,36.80242102,1567,,2008-8,On spot,,,40,,Spring,No,No,Gravity,,,Non Functional,No,No,No,,WASHCO,2008-8,,,,,,,,,,,,,
Mana,Sayee-Boontu,Amaraa ,burqa sh/badiruu ,7.774872291,36.79449486,1577,,2009-8,On spot,,,35,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2009-8,,,,,,,,,,,,,
Mana,Sayee-Boontu,garoo,Burqa Izadii ,7.778124026,36.79774357,1556,,2008-9,On spot,,,28,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2008-9,,,,,,,,,,,,,
Mana,Sayee-Boontu,Umbuu ,Burqa A/jihad A/Garo,7.751730554,36.79490283,1547,,2010-6,On spot,,,35,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2010-6,,,,,,,,,,,,,
Mana,Sayee-Boontu,Moggaa ,Burqa A/Olii A/Gojjam,7.753568213,36.8013547,1535,,2004-6,On spot, ,,35,,Spring,No,No,Gravity,,,Non Functional,No,No,No,,WASHCO,2004-6,,,,,,,,,,,,,
Mana,Sayee-Boontu,baantuu ,cooree,7.8519,36.7455,1640,,2011-6,Distribution,2,0,52,,Spring,Yes,No,Gravity,,,Functional,No,No,No,,WASHCO,2011-6,Yes,,,,,Yes,,,Yes,Monthly,Yes,,
Mana,Somboo-Maannaa,wolakkee 1ffaa,coore A/simal,7.791731667,36.68666,1754,https://akvoflow-23.s3.amazonaws.com/images/de75b6c6-42fa-4dfc-8ef0-c54485186c46.jpg,2012-03-08,On Spot,,,34,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Somboo-Maannaa,Wolakke 1ffa,Burqa qocii,7.786948333,36.68059,1856,https://akvoflow-23.s3.amazonaws.com/images/cca37ccd-e7dc-48f0-ad4e-04891872ec9e.jpg,2022-05-13,On Spot,,,55,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Somboo-Maannaa,Wolakkee 1ffaa,Coore haji Ahimad,7.790391667,36.68067,1805,https://akvoflow-23.s3.amazonaws.com/images/e0ad1cf3-c6cd-49bc-a864-2c09cf74f72b.jpg,1994-03-04,On Spot,,,36,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Somboo-Maannaa,Ceekaa,Burqa A/Galaan,7.782603333,36.677665,1878,https://akvoflow-23.s3.amazonaws.com/images/f6398216-97a3-4664-8430-2b2eb8430763.jpg,2009-12-05,On Spot,,,40,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Somboo-Maannaa,Ceekaa,Burqaa qullatee,7.78195,36.68340167,1910,https://akvoflow-23.s3.amazonaws.com/images/994f88d6-6b92-4bee-b9e8-062b10f2c6d9.jpg,2006-07-12,On Spot,,,70,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Somboo-Maannaa,Baambaa,cooree A/Biyyaa,7.77593,36.67423833,1929,https://akvoflow-23.s3.amazonaws.com/images/9fe9cb0a-9410-4329-8f98-7fd093826305.jpg,2006-03-03,On Spot,,,48,,Spring,Yes,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Somboo-Maannaa,Baambaa,Brqaa zamzamaa,7.771431667,36.66637333,1994,https://akvoflow-23.s3.amazonaws.com/images/dcbb00ef-58c0-4d65-8ee3-bb10850067c0.jpg,2003-02-08,On Spot,,,70,,Spring,No,No,Gravity,,,Functional,No,No,Yes,worms,No management,,No,,No,,,No,,,No,,No,,
Mana,Somboo-Maannaa,Baambaa,Burqaa A/Giddii,7.776106667,36.67138667,1954,https://akvoflow-23.s3.amazonaws.com/images/1ae9e25c-d875-411b-bed6-140416fd0801.jpg,2007-05-18,On Spot,,,45,,Spring,No,No,Gravity,,,Functional,No,No,Yes,worms,No management,,No,,No,,,No,,,No,,No,,
Mana,Somboo-Maannaa,Baambaa,Burqaa caffee,7.771943333,36.66540833,1944,https://akvoflow-23.s3.amazonaws.com/images/a5d17df7-0816-464e-a193-29ad04d4cfa8.jpg,2022-05-16,On Spot,,,60,,Spring,Yes,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Somboo-Maannaa,Daallee,Burqaa Hajii,7.79259,36.66838167,1756,https://akvoflow-23.s3.amazonaws.com/images/7eb65eff-b9e9-4be2-8765-f0e02f16ce05.jpg,2007-05-17,On Spot,,,35,,Spring,No,No,Gravity,,,Functional,No,No,Yes,worms,No management,,No,,No,,,No,,,No,,No,,
Mana,Somboo-Maannaa,Baambaa,Burqaa Zamzamaa,7.775468333,36.67164833,1954,https://akvoflow-23.s3.amazonaws.com/images/d5c1674e-6721-47ea-b65b-bdbf3e9a0cd3.jpg,2007-02-09,On Spot,,,55,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Somboo-Maannaa,Baambaa,Burqaa Qoree,7.778353333,36.66621,1893,https://akvoflow-23.s3.amazonaws.com/images/33cbd32d-c829-4845-845e-cbb3a3e03891.jpg,2006-01-09,On Spot,,,50,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Somboo-Maannaa,Bulluqixxee,Burqaa gijaabii,7.757228333,36.69139167,2056,https://akvoflow-23.s3.amazonaws.com/images/f77ba01f-3e03-4f47-a4b0-3426108eaf6d.jpg,2007-01-18,On Spot,,,60,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Somboo-Maannaa,Bullu qixxee,B/Quujjuu,7.76244,36.68880667,2076,https://akvoflow-23.s3.amazonaws.com/images/c8ab6a7d-acbd-45af-bd15-26a2acc3b8b1.jpg,1994-01-15,On Spot,,,50,,Spring,No,No,Gravity,,,Partial Functional,No,No,Yes,worms,No management,,No,,No,,,No,,,No,,No,,
Mana,Somboo-Maannaa,Bullu qixxee,Bur/Qararoo,7.762408333,36.69400333,2038,https://akvoflow-23.s3.amazonaws.com/images/2632958e-5de2-4d09-a8e0-dac10b03eec0.jpg,2011-06-12,On Spot,,,50,,Spring,No,No,Gravity,,,Partial Functional,No,No,Yes,worms,No management,,No,,No,,,No,,,No,,No,,
Mana,Somboo-Maannaa,Daallee,Burqaa Odaa,7.780006667,36.668085,1860,https://akvoflow-23.s3.amazonaws.com/images/692b2ec7-c0b6-4185-99f2-554156248561.jpg,2007-02-20,On Spot,,,55,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Somboo-Maannaa,bullu qixxee,Burqaa woddeessa,7.770188333,36.690545,1958,https://akvoflow-23.s3.amazonaws.com/images/94a44a1f-322d-43bf-8678-b417fe77a355.jpg,2008-01-18,On Spot,,,60,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Somboo-Maannaa,Bullu qixxee,Bur/Wojaraasii,7.77424,36.69534333,1927,https://akvoflow-23.s3.amazonaws.com/images/64d2f8ac-c3ed-4243-95f3-03d1cd0ebe1e.jpg,1994-03-11,On Spot,,,70,,Spring,No,No,Gravity,,,Partial Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Somboo-Maannaa,moggaa,burqaa beroo sheekii,7.787053333,36.65445,1853,https://akvoflow-23.s3.amazonaws.com/images/c438cac7-0a2f-44ff-a7bc-cbd2204c28cb.jpg,2006-01-14,On Spot,,,50,,Spring,No,No,Gravity,,,Partial Functional,No,No,Yes,worms,No management,,No,,No,,,No,,,No,,No,,
Mana,Somoddoo,somoddoo,sh.w,7.752204247,36.80671613,2025,https://akvoflow-23.s3.amazonaws.com/images/6f7198ef-74e7-4ce1-bcaa-f856fbc2dc96.jpg,1998-12-06,On Spot,,,150,,Drilled well (shallow well),No,Yes,Hand pump,Afridev,Man Power,Functional,No,No,No,,WASHCO,2021-06-02,No,2022-05-04,Yes,2022-05-05,3,No,,,No,,No,,
Mana,Somoddoo,kokola,spring on pot,7.751314987,36.81190234,2006,https://akvoflow-23.s3.amazonaws.com/images/001df2ba-1307-4f4b-8728-5c5d4c8e20af.jpg,1987-09-06,On Spot,,,90,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2000-03-05,No,2022-05-02,No,,3,No,,,No,,No,,
Mana,Somoddoo,yabbo,Gervity,7.74875023,36.81687293,1991,https://akvoflow-23.s3.amazonaws.com/images/4dd9fb01-2e07-4a34-9b1c-180e26dbf042.jpg,2009-11-09,On Spot,,,40,,Spring,No,No,Gravity,,,Partial Functional,No,No,Yes,on water quality,No management,,No,,No,,,No,,,No,,No,,
Mana,Somoddoo,yabbo 2th,gervity,7.748610898,36.82276097,1982,https://akvoflow-23.s3.amazonaws.com/images/ed55e725-0e04-4ae9-bca9-e3955e13b81c.jpg,2008-11-08,On Spot,,,50,,Spring,No,NO,Gravity,,,Functional,Yes,No,Yes,water quality test,WASHCO,2022-05-02,No,2022-02-03,Yes,2022-01-07,3,No,,,No,,No,,
Mana,Somoddoo,bayyaa,gerveti,7.747730053,36.82239916,2084,https://akvoflow-23.s3.amazonaws.com/images/c902e33d-da2b-4552-b5fe-c8135fa5e4fc.jpg,2014-11-08,On Spot,,,60,,Spring,No,No,Gravity,,,Functional,No,Yes,No,,WASHCO,2014-11-09,Yes,2014-12-07,Yes,2014-11-08,3,No,,,No,,No,,
Mana,Somoddoo,Abbayyii,gerveti,7.738495648,36.82308079,1976,https://akvoflow-23.s3.amazonaws.com/images/a5af8829-f187-4b59-aa47-78722862b907.jpg,2008-12-06,On Spot,,,60,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2010-08-12,No,,No,,3,No,,,No,,No,,
Mana,Somoddoo,Abbayyii,gervety,7.742728245,36.82537894,1986,https://akvoflow-23.s3.amazonaws.com/images/6a6ff4c0-6b9c-4bbb-8290-6aa8d4529a8e.jpg,2009-11-06,On Spot,,,30,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Somoddoo,kamboo,girveity,7.772955375,36.8027919,1943,https://akvoflow-23.s3.amazonaws.com/images/18a40497-505e-45ab-b00b-8e593d3a3b84.jpg,1998-10-15,On Spot,,,65,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Somoddoo,kamoo,gevity,7.764372779,36.80242102,1993,https://akvoflow-23.s3.amazonaws.com/images/0c15692f-636c-4007-9073-f631e37670f2.jpg,2013-10-09,On Spot,,,45,,Spring,No,No,Gravity,,,Functional,0,No,No,,WASHCO,2013-11-08,No,2013-11-09,No,,3,No,,,No,,No,,
Mana,Somoddoo,wayyuu,Grv,7.774872291,36.79449486,1943,https://akvoflow-23.s3.amazonaws.com/images/a8a97d12-9955-490c-933a-3fd221603dce.jpg,2006-10-05,On Spot,,,30,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2007-12-06,No,2022-05-14,No,,3,No,,,No,,No,,
Mana,Somoddoo,wayyuu,Gvty,7.778124026,36.79774357,1863,https://akvoflow-23.s3.amazonaws.com/images/98f4e95f-f1d4-48e5-849a-d10aec0b529b.jpg,2010-11-08,On Spot,,,40,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2010-04-14,No,2010-08-15,Yes,2011-04-13,3,No,,,No,,No,,
Mana,Somoddoo,saraddoo,Gervity,7.751730554,36.79490283,1969,https://akvoflow-23.s3.amazonaws.com/images/50ec0ba2-519a-47c4-820b-19fa29e3fb98.jpg,2005-11-11,On Spot,,,40,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2022-05-16,Yes,2022-05-03,Yes,2010-04-10,3,No,,,No,,No,,
Mana,Somoddoo,saraddo,Grevityll,7.753568213,36.8013547,1971,https://akvoflow-23.s3.amazonaws.com/images/698f2b3c-6796-4eba-be30-f0dc06a32dce.jpg,1994-11-09,On Spot,,,50,,Spring,No,Yes,Gravity,,,Functional,No,No,No,,WASHCO,2022-05-16,Yes,,No,,3,No,,,No,,No,,
Mana,Somoddoo,saraddo,Gervity,7.74893222,36.80363252,2011,https://akvoflow-23.s3.amazonaws.com/images/0a6369a5-d0af-413d-ae9c-47ef9d55e9dd.jpg,1998-06-10,On Spot,,,55,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2022-05-16,No,2021-10-06,Yes,2022-01-05,3,No,,,No,,No,,
Mana,Somoddoo,yabbo,Gervityl,7.744919895,36.79705289,1888,https://akvoflow-23.s3.amazonaws.com/images/378460da-cd6d-415e-a654-a5a3d0ec5f73.jpg,2004-12-07,On Spot,,,40,,Spring,No,No,Gravity,,,Partial Functional,No,No,No,,WASHCO,2022-05-16,No,2022-01-06,No,,3,No,,,No,,No,,
Mana,Somoddoo,saraddo,grvity,7.743304859,36.78792744,1944,https://akvoflow-23.s3.amazonaws.com/images/766d7807-8c11-4833-a3e1-b82fc3a50f31.jpg,2022-05-09,Distribution,5,2,50,,Spring,No,No,Gravity,,,Partial functional,Yes,No,No,,WASHCO,2021-12-08,Yes,2021-12-09,Yes,2021-12-06,3,No,,,No,,No,,
Mana,Somoddoo,Abajadii,gravity,7.743298245,36.77956846,1951,https://akvoflow-23.s3.amazonaws.com/images/f2238457-0c95-47fe-b805-8142f26ffc0f.jpg,2021-10-07,On Spot,,,50,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2021-12-09,Yes,2021-12-11,Yes,2021-12-26,3,No,,,No,,No,,
Mana,Somoddoo,kokkola,gravity,7.748537413,36.81267051,2026,https://akvoflow-23.s3.amazonaws.com/images/0636b877-18e4-447e-aeee-9e940de4ae6a.jpg,1994-07-07,On Spot,,,60,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,1995-08-10,No,,No,,3,No,,,No,,No,,
Mana,Somoddoo,kokkolaa,gravity,7.743449935,36.80852723,2246,https://akvoflow-23.s3.amazonaws.com/images/be5f21e6-e8e8-4f86-8d23-def6aebcedf9.jpg,2002-10-06,On Spot,,,50,,Spring,No,NO,Gravity,,,Functional,No,No,No,,WASHCO,2011-01-03,Yes,2012-10-03,Yes,2011-12-07,3,No,,,No,,No,,
Mana,Somoddoo,qamoo,garvit,7.737725474,36.7871784,1963,https://akvoflow-23.s3.amazonaws.com/images/b91137bf-4b60-48ae-b065-ac97fc1cdae1.jpg,2008-07-07,On Spot,,,50,,Spring,No,No,Gravity,,,Functional,No,Yes,No,,WASHCO,2008-09-06,Yes,2008-12-11,Yes,2008-12-07,3,No,,,No,,No,,
Mana,Somoddoo,qamoo,garvity,7.739303926,36.79114879,1900,https://akvoflow-23.s3.amazonaws.com/images/98a3ad93-2643-4d92-ba83-197435b63dfb.jpg,2000-09-13,On Spot,,,45,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2022-05-17,No,2012-12-05,No,,3,No,,,No,,No,,
Mana,Somoddoo,qamoo,garvity,7.731762735,36.79569297,1914,https://akvoflow-23.s3.amazonaws.com/images/1dab4db3-d3c8-4a1b-baaa-bdddc03b0eb0.jpg,2010-11-10,On Spot,,,60,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2010-12-11,No,,No,,3,No,,,No,,No,,
Mana,Somoddoo,qamoo,gravity,7.73342574,36.79250888,1930,https://akvoflow-23.s3.amazonaws.com/images/b08d93bb-3193-47a1-b44a-892238ba3afc.jpg,1999-10-06,On Spot,,,55,,Spring,NO,NO,Gravity,,,Functional,No,No,No,,WASHCO,2013-07-24,No,,No,,3,No,,,No,,No,,
Mana,Somoddoo,Abajadii,gravity,7.736089596,36.77977072,1983,https://akvoflow-23.s3.amazonaws.com/images/8d7f861a-7f00-4cb8-930e-1767b641ca9d.jpg,2013-05-09,On Spot,,,35,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2013-10-10,Yes,2013-11-09,No,,3,No,,,No,,No,,
Mana,Somoddoo,qamoo,garvity,7.733283952,36.78508227,1924,https://akvoflow-23.s3.amazonaws.com/images/58e9dd18-93fa-4606-8fa3-7d5c531a900a.jpg,2008-05-09,On Spot,,,30,,Spring,NO,NO,Gravity,,,Functional,No,No,No,,WASHCO,2008-09-06,Yes,2008-09-13,No,,3,No,,,No,,No,,
Mana,Somoddoo,Abuukakoo,garvity,7.756739309,36.81670744,2014,https://akvoflow-23.s3.amazonaws.com/images/081bd57e-e2f5-4c72-a228-2340f0da898a.jpg,2004-10-08,On Spot,,,45,,Spring,No,No,Gravity,,,Partial Functional,No,No,No,,WASHCO,2005-11-06,No,,No,,3,No,,,No,,No,,
Mana,Somoddoo,gardii,garvity,7.758877987,36.82016098,2017,https://akvoflow-23.s3.amazonaws.com/images/e68ece83-6491-42e6-95fd-f101a4bc6bb9.jpg,2006-10-08,On Spot,,,35,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2006-12-09,No,,No,,3,No,,,No,,No,,
Mana,Somoddoo,burayyaa,garvity,7.775365825,36.81213628,1973,https://akvoflow-23.s3.amazonaws.com/images/d4808e93-1adf-4f85-a46b-c839cc67ceec.jpg,2008-11-08,On Spot,,,40,,Spring,No,NO,Gravity,,,Functional,No,No,No,,WASHCO,2008-11-08,No,,No,,3,No,,,No,,No,,
Mana,Somoddoo,abukakko,garviyt,7.767451351,36.83359839,2011,https://akvoflow-23.s3.amazonaws.com/images/16e1ba07-c306-4f2a-81d2-c5975fc38e0c.jpg,2005-12-08,On Spot,,,40,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2005-12-10,No,,No,,3,No,,,No,,No,,
Mana,Somoddoo,Abuukakoo,gravity,7.770923002,36.83836695,2034,https://akvoflow-23.s3.amazonaws.com/images/03e0ed99-6728-4fac-811e-bf209f756b82.jpg,2003-09-07,On Spot,,,50,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2003-12-14,Yes,,Yes,2021-06-09,3,No,,,No,,No,,
Mana,Somoddoo,abukaakoo,garvity,7.768729687,36.8237471,2030,https://akvoflow-23.s3.amazonaws.com/images/e6b300b9-8d3b-41dc-a7c2-58e60757df46.jpg,2006-06-03,On Spot,,,45,,Spring,No,No,Gravity,,,Partial Functional,No,No,No,,WASHCO,2006-12-09,No,,No,,3,No,,,No,,No,,
Mana,Somoddoo,gardii,garvity,7.76533875,36.81757754,2014,https://akvoflow-23.s3.amazonaws.com/images/bbf7cf7f-203e-4fe3-a157-244061745c98.jpg,2004-12-09,On Spot,,,35,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2004-12-11,No,2021-05-07,Yes,2021-05-05,3,No,,,No,,No,,
Mana,Somoddoo,burraya,garvity,7.773974832,36.81959882,2012,https://akvoflow-23.s3.amazonaws.com/images/7b1ff4db-637f-4b92-bdc2-14dd63c29521.jpg,2010-12-08,On Spot,,,45,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2010-12-15,No,,No,,3,No,,,No,,No,,
Mana,Somoddoo,burayyaa,garvity,7.781889468,36.81136291,1975,https://akvoflow-23.s3.amazonaws.com/images/18bfd154-a8d7-4624-afaa-0326bf7903ea.jpg,2007-08-04,On Spot,,,50,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2007-11-24,Yes,,No,,3,No,,,No,,No,,
Mana,Somoddoo,Abee,gravity,7.782641544,36.8254519,1955,https://akvoflow-23.s3.amazonaws.com/images/88352987-20d1-48a2-a6e6-cb8f36206516.jpg,2005-12-03,On Spot,,,40,,Spring,No,No,Gravity,,,Partial Functional,No,No,No,,WASHCO,2005-11-07,No,,No,,3,No,,,No,,No,,
Mana,Somoddoo,Abee,gravity,7.785360556,36.82001881,1949,https://akvoflow-23.s3.amazonaws.com/images/8bfff44c-7fdc-4a0b-a79e-99718c71affa.jpg,2011-11-12,On Spot,,,50,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2011-12-09,No,,No,,3,No,,,No,,No,,
Mana,Somoddoo,Kokolo,Hand Pampii Xayir ,7.746,36.8175,2017,,2006-5,On spot,,,14,,Hand dug well,No,No,Hand pump,Afridev,Man Power,Non Functional,Yes,No,No,,Other,2006-5,,,,,,No,,,No,,No,,
Mana,Somoddoo,abayyii,deepwell,7.7527,36.8085,1960,,2008-8,Distribution,7,3,305,,Borehole,Yes,Yes,Submersible pump,,Grid,Non Functional,No,No,No,,WASHCO,2008-8,Yes,,,,2,Yes,,,,,,,
Mana,Urgeyyii,darge wokali,giravity,7.831866593,36.8370917,1992,https://akvoflow-23.s3.amazonaws.com/images/7de93996-6918-4d62-a39b-ff06692c7cac.jpg,2012-09-03,On Spot,,,69,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,,N/A,,No,,,Yes,,,Yes,Metered (per cubic metere),Yes,,
