Woreda,Kebele,Village Name,Name of water system,Latitude,Longitude,Elevation,Photo,Year of construction (EFY),on spot or have distribution,Number of water points,# Non functional water points,Total HH beneficiaries,#house hold connections,Type of water system,water source fenced,guard at source,Type of lifting device (on spot),Type of hand pump,Type of power source,Functionality Status,Has the system ever been maintained/Rehabilitated?,water quality test conducted regularly,Water quality complain from user community,What is the complain ?,Who manages the system?,Year of WASHCO established (EFY),Are all WASHCO members active?,Date of last woreda visit to the WASHCO (EFY)?,Was there WASHCO training?,Date of last WASHCO training (EFY),# of women WASHCO members,Does the WASHCO have bank account?,When was the bank account opened (EFY)?,the last audit conducted (EFY),Water fee collection,Fee collection Modality,Fee collected regularly,How many Birr per specified modality,
Mana,Gube-Bosoqaa,Gijabi,core Gijabi,7.835026667,36.67742167,1558,https://akvoflow-23.s3.amazonaws.com/images/99d94ab4-12df-4d56-bc99-60c7cda06480.jpg,1999-11-15,On Spot,,,102,,Spring,No,No,Gravity,,,Functional,Yes,No,Yes,inviromet clean,WASHCO,2016-07-13,No,2014-08-19,No,,3,No,,,No,,No,,
Mana,Gube-Bosoqaa,Gijabi,bishaan Gijabii,7.835033333,36.67762833,1565,https://akvoflow-23.s3.amazonaws.com/images/0928eaf7-7e7e-42cc-9a74-c2e05f9b0f0e.jpg,2013-10-21,On Spot,,,98,,Spring,No,No,Gravity,,,Functional,No,No,Yes,have jerm(bakteria) some times,WASHCO,2013-11-07,No,2014-07-15,No,,2,No,,,No,,No,,
Mana,Gube-Bosoqaa,Ayikkoo,malka AbaBiyya,7.835895,36.68288333,1627,https://akvoflow-23.s3.amazonaws.com/images/d1175793-b522-499e-ae4c-6326401a4ad6.jpg,2005-03-08,On Spot,,,72,,Spring,No,No,Gravity,,,Functional,Yes,No,Yes,Rammoo Alaanula godhata,WASHCO,2013-12-19,No,,No,,23,No,,,No,,No,,
Mana,Gube-Bosoqaa,Ayikko 1ffaa,malka AbaFira,7.828726667,36.68686167,1590,https://akvoflow-23.s3.amazonaws.com/images/408920e1-f1a7-48a9-bf27-3cb448ab4960.jpg,2004-06-15,On Spot,,,70,,Spring,No,No,Gravity,,,Functional,No,No,Yes,Alaan ula qaba,No management,,No,,No,,,No,,,No,,No,,
Mana,Gube-Bosoqaa,Gubbee,Burqa Jorgaa,7.83945,36.68458833,1603,https://akvoflow-23.s3.amazonaws.com/images/875bc36e-557f-4025-9bdf-4e553ed08aa9.jpg,2007-02-14,On Spot,,,75,,Spring,No,No,Gravity,,,Functional,No,Yes,Yes,inviromental  Clean,WASHCO,2007-12-13,Yes,2009-08-13,No,,3,No,,,No,,No,,
Mana,Gube-Bosoqaa,Camaroo,burqaa camaroo,7.84977,36.69331833,1553,https://akvoflow-23.s3.amazonaws.com/images/3bc533c1-37ff-4b14-b220-cd6ded0fdbdf.jpg,1998-11-18,On Spot,,,200,,Spring,Yes,No,Gravity,,,Functional,Yes,No,Yes,lolaatu senaa,WASHCO,,Yes,,No,,,No,,,No,,No,,
Mana,Gube-Bosoqaa,jimatee,malka Abarra,7.855323333,36.697175,1538,https://akvoflow-23.s3.amazonaws.com/images/6bf60402-6217-4393-a593-c15f43f5c2b5.jpg,2008-11-20,On Spot,,,120,,Spring,No,No,Gravity,,,Functional,No,No,Yes,Rammoo godhata,No management,,No,,No,,,No,,,No,,No,,
Mana,Gube-Bosoqaa,jimatee,burqaa laaqii,7.868818333,36.69654167,1471,https://akvoflow-23.s3.amazonaws.com/images/15936bae-4dc0-4070-802d-9bae612bf84b.jpg,2002-09-19,On Spot,,,100,,Spring,No,No,Gravity,,,Functional,No,Yes,No,,WASHCO,2012-08-14,Yes,,No,,3,No,,,No,,No,,
Mana,Gube-Bosoqaa,jimatee,malkaa Wolii,7.859683333,36.69325333,1552,https://akvoflow-23.s3.amazonaws.com/images/01260e1e-31c6-4dfc-8bd1-cba7a26bcb61.jpg,2006-02-08,On Spot,,,80,,Spring,No,No,Gravity,,,Functional,No,No,Yes,invroment cleen,WASHCO,2011-02-24,No,,No,,2,No,,,No,,No,,
Mana,Gube-Bosoqaa,tijjiboo,malkaa qilxuu,7.86064,36.69308,1551,https://akvoflow-23.s3.amazonaws.com/images/d9fa7c5f-0af4-4002-8a3e-ed5b0af45cdc.jpg,2009-09-24,On Spot,,,55,,Spring,No,No,Gravity,,,Functional,No,Yes,Yes,ramoo alaanula,WASHCO,2010-09-09,No,,No,,2,No,,,No,,No,,
Mana,Gube-Bosoqaa,otoo,malka lookoo,7.854926667,36.69220333,1549,https://akvoflow-23.s3.amazonaws.com/images/0b67cbbf-1477-47ef-9926-98cd96451d06.jpg,2005-03-24,On Spot,,,85,,Spring,No,No,Gravity,,,Functional,No,Yes,No,,WASHCO,2013-03-21,No,,No,,1,No,,,No,,No,,
Mana,Gube-Bosoqaa,qore,malkaa dode,7.852591667,36.69026333,1550,https://akvoflow-23.s3.amazonaws.com/images/f77720c5-a302-4400-aff3-ecc5fbdc8fae.jpg,1998-06-25,On Spot,,,150,,Spring,No,No,Gravity,,,Functional,No,No,Yes,risk of kanal (bohii bahu dhabu),WASHCO,2006-05-18,No,,No,,2,No,,,No,,No,,
Mana,Gube-Bosoqaa,ximee,burqa tajuddee,7.844558333,36.68259333,1566,https://akvoflow-23.s3.amazonaws.com/images/7d0bd7c5-9cbc-49eb-9c3c-11829680001b.jpg,2012-01-18,On Spot,,,55,,Spring,Yes,No,Gravity,,,Functional,No,Yes,Yes,invroment cleen,WASHCO,2012-09-20,Yes,2013-02-05,Yes,2013-04-18,2,No,,,No,,No,,
Mana,Gube-Bosoqaa,ximee,burqaa ximee Abbaa loofee,7.84669,36.682095,1567,https://akvoflow-23.s3.amazonaws.com/images/1ecb3ca1-ce25-4800-bd42-3f500ff71307.jpg,1998-05-21,On Spot,,,58,,Spring,No,No,Gravity,,,Functional,Yes,Yes,No,,WASHCO,2007-11-08,Yes,,No,,2,No,,,No,,No,,
Mana,Gube-Bosoqaa,Gijaabii,paampii harkaa,7.836183333,36.67811333,1532,https://akvoflow-23.s3.amazonaws.com/images/63bbcda2-303e-4dd1-8283-e5772e2b90a9.jpg,2022-05-20,On Spot,,,55,,Hand dug well,Yes,No,Hand pump,Indian Mark II,Man Power,Functional,No,Yes,No,,WASHCO,2008-04-17,Yes,,No,,2,No,,,No,,No,,
Mana,Gube-Bosoqaa,tijjiboo,malka bero,7.865486667,36.68977167,1477,https://akvoflow-23.s3.amazonaws.com/images/0ae23916-eabe-4ea5-8a27-fe56996207fe.jpg,2013-12-10,On Spot,,,105,,Spring,No,No,Gravity,,,Functional,No,Yes,Yes,kanal,WASHCO,2014-11-05,Yes,,No,,,No,,,No,,No,,
Mana,Gube-Bosoqaa,Bakke Abba woddoo,burqaa bakkee,7.867605,36.68891,1455,https://akvoflow-23.s3.amazonaws.com/images/7384dfbf-6785-453d-a077-c32946b90000.jpg,1997-04-24,On Spot,,,53,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gube-Bosoqaa,bake Abba wodo,coree lichee,7.861353333,36.68045833,1471,https://akvoflow-23.s3.amazonaws.com/images/62df5437-f1dc-409b-b434-f37e16e95527.jpg,2008-08-18,On Spot,,,185,,Spring,No,No,Gravity,,,Functional,No,Yes,No,,WASHCO,2011-04-21,No,,No,,2,No,,,No,,No,,
Mana,Gube-Bosoqaa,worabboo,malka Abba biyyaa,7.848648333,36.67159167,1549,https://akvoflow-23.s3.amazonaws.com/images/00a1ed3b-74c5-40cf-b38f-f7efd5c937f5.jpg,2006-04-21,On Spot,,,103,,Spring,No,No,Gravity,,,Functional,Yes,Yes,No,,WASHCO,2011-07-14,Yes,,No,,2,No,,,No,,No,,
Mana,Gube-Bosoqaa,Taappoo,core shekotaa,7.886536667,36.70025667,1207,https://akvoflow-23.s3.amazonaws.com/images/09e69664-9cf0-4c1e-a96a-aa68a2b27117.jpg,1999-03-17,On Spot,,,102,,Spring,No,No,Gravity,,,Functional,No,Yes,Yes,inroment cleen,WASHCO,2006-11-15,No,,No,,2,No,,,No,,No,,
Mana,Gube-Bosoqaa,Taappoo,core Abb Gumbul,7.884838333,36.69446,1390,https://akvoflow-23.s3.amazonaws.com/images/cf439e95-c901-4e07-b8c2-f17ef1d61dd6.jpg,2003-08-20,On Spot,,,90,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gube-Bosoqaa,Taappooo,burq xabalaa,7.88062,36.69508167,1412,https://akvoflow-23.s3.amazonaws.com/images/3a07c2cd-5b3c-4b99-af5b-f4b88d830835.jpg,,On Spot,,,60,,Spring,No,No,Gravity,,,Functional,No,Yes,Yes,inromental cleen,No management,,No,,No,,,No,,,No,,No,,
Mana,Gube-Bosoqaa,Tappoo,core tappoo,7.877615,36.70076,1521,https://akvoflow-23.s3.amazonaws.com/images/58c73273-1eaa-4d1c-966d-7514bee67fe2.jpg,2003-07-30,On Spot,,,200,,Spring,No,No,Gravity,,,Functional,No,Yes,Yes,cabse yaasa,No management,,No,,No,,,No,,,No,,No,,
Mana,Gube-Bosoqaa,Taappoo,burqa bosoqaa,7.876818333,36.69876667,1500,https://akvoflow-23.s3.amazonaws.com/images/55509f00-a25a-4e77-8607-04a28bb27f53.jpg,2009-08-04,On Spot,,,155,,Spring,No,No,Gravity,,,Functional,No,Yes,No,,WASHCO,2009-08-12,No,2010-09-15,No,,2,No,,,No,,No,,
Mana,Gube-Bosoqaa,Dhiibuu,Coree dhiibuu,7.873666667,36.71230167,1524,https://akvoflow-23.s3.amazonaws.com/images/e4361f18-71f3-4b30-ad31-2c6ccd463785.jpg,1998-05-13,On Spot,,,98,,Spring,Yes,No,Gravity,,,Functional,No,No,Yes,Rammoo qaba(alaan ula),WASHCO,2005-10-06,No,,No,,,No,,,No,,No,,
Mana,Gube-Bosoqaa,Dhiibuu,burqaa masgiidaa,7.87253,36.71291167,1506,https://akvoflow-23.s3.amazonaws.com/images/2436250f-3030-41f8-8a56-d64ed6d8817c.jpg,2005-09-29,On Spot,,,48,,Spring,No,No,Gravity,,,Functional,No,Yes,No,,WASHCO,2010-12-15,No,,No,,2,No,,,No,,No,,
Mana,Gube-Bosoqaa,gaway,burqaa collee,7.867768333,36.70658333,1607,https://akvoflow-23.s3.amazonaws.com/images/6ad2db37-b6e6-48f7-a524-4827a81d2bf9.jpg,2013-10-15,On Spot,,,50,,Spring,No,No,Gravity,,,Functional,No,Yes,Yes,,WASHCO,2013-05-13,No,,No,,2,No,,,No,,No,,
Mana,Gube-Bosoqaa,Gaway,burqaa laaloo,7.857318333,36.710205,1572,https://akvoflow-23.s3.amazonaws.com/images/81415800-83d6-4e3a-b10a-32929732a98c.jpg,2007-08-09,On Spot,,,75,,Spring,No,No,Gravity,,,Functional,No,Yes,No,,WASHCO,2007-08-15,No,,No,,2,No,,,No,,No,,
Mana,Gube-Bosoqaa,gaway,burqaa gawa,7.85721,36.70636833,1572,https://akvoflow-23.s3.amazonaws.com/images/9408c04f-c5ec-4b54-ba8d-9cabdc8adbae.jpg,2006-04-05,On Spot,,,86,,Spring,No,No,Gravity,,,Functional,No,Yes,Yes,invroment cleen,WASHCO,2009-03-18,No,,No,,2,No,,,No,,No,,
Mana,Gube-Bosoqaa,gaway,dangee,7.852363333,36.706855,1576,https://akvoflow-23.s3.amazonaws.com/images/0bfffa3f-5204-450e-8e50-8ada25f68c78.jpg,2006-09-12,On Spot,,,89,,Spring,No,No,Gravity,,,Functional,No,Yes,Yes,water dirty,WASHCO,2006-06-14,No,,No,,3,No,,,No,,No,,
Mana,Gube-Bosoqaa,culuu,burqaa culuu,7.875335,36.680465,1653,https://akvoflow-23.s3.amazonaws.com/images/e63d0b11-a800-4bd7-b481-00cb9bba562a.jpg,2004-06-24,On Spot,,,150,,Spring,No,No,Gravity,,,Functional,No,Yes,Yes,invromental cleen,WASHCO,2005-03-16,No,,No,,2,No,,,No,,No,,
Mana,Gube-Bosoqaa,ximee,boombaa,7.842735,36.68934,1583,,2010-10,Distribution,4,,125,,Borehole,Yes,Yes,Submersible pump,,Solar,Non Functional,No,No,No,,WASHCO,2011-10,No,,No,,2,Yes,,,Yes,,Yes,,
Mana,Gubee-Mullataa,Maaziriya,Pampii masgidaa,7.7323136,36.76882978,2064,https://akvoflow-23.s3.amazonaws.com/images/1fa9e13a-5ba2-402b-8ee2-1fb988a37829.jpg,1987-11-04,On Spot,,,150,,Drilled well (shallow well),Yes,Yes,Hand pump,Afridev,Man Power,Functional,Yes,Yes,Yes,Maney people getsiky,WASHCO,2011-01-11,Yes,2014-08-05,No,,0,No,,,Yes,Per jerry can,Yes,0.5,
Mana,Gubee-Mullataa,jimaate,B/dangee,7.726956683,36.75374883,2065,https://akvoflow-23.s3.amazonaws.com/images/c6842f61-7d91-4599-b09f-b070d1ddf59b.jpg,2004-10-03,On Spot,,,95,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2006-12-07,No,2008-12-13,No,,1,No,,2010-09-15,No,,No,,
Mana,Gubee-Mullataa,Jimaate,B/Jawwee,7.72936425,36.75870303,2045,https://akvoflow-23.s3.amazonaws.com/images/f5b426f0-9790-490b-a60e-e391b0953dd8.jpg,1996-10-02,On Spot,,,82,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gubee-Mullataa,Abujedii,B/Agaloo,7.712461167,36.77043943,1877,https://akvoflow-23.s3.amazonaws.com/images/4f0a6a14-cba7-4bfe-bd94-1edfce53ea78.jpg,2004-12-03,On Spot,,,65,,Spring,No,No,Gravity,,,Functional,No,Yes,Yes,Raamo halalulaatu kessati argame,No management,,No,,No,,,No,,,No,,No,,
Mana,Gubee-Mullataa,Abujedii,B/abaadir,7.708282067,36.77085112,1863,https://akvoflow-23.s3.amazonaws.com/images/86542e4e-c7ae-4bf1-886a-7c9e59f25779.jpg,2008-01-09,On Spot,,,65,,Spring,No,No,Gravity,,,Functional,No,Yes,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gubee-Mullataa,Abujedii,pampii masjidaa,7.709702383,36.7740414,1893,https://akvoflow-23.s3.amazonaws.com/images/720396b4-cb7f-41b9-9a51-2de13abaf993.jpg,2009-11-23,On Spot,,,45,,Drilled well (shallow well),Yes,No,Hand pump,Afridev,Man Power,Functional,No,No,No,,WASHCO,2011-08-10,No,2013-06-08,No,,0,No,,2013-11-27,No,,No,,
Mana,Gubee-Mullataa,Abujedii,zamzama A/jabaal,7.708740733,36.78335377,1870,https://akvoflow-23.s3.amazonaws.com/images/b6a9e950-473b-4b8a-b29b-ca48153249b9.jpg,1994-11-24,On Spot,,,50,,Spring,No,No,Gravity,,,Functional,No,Yes,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gubee-Mullataa,Buuru,B/co nfolee,7.741334983,36.7346238,2091,https://akvoflow-23.s3.amazonaws.com/images/c84fd34b-1320-4b96-a156-1ed10bab4eec.jpg,2001-09-05,On Spot,,,60,,Spring,No,No,Gravity,,,Functional,No,Yes,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gubee-Mullataa,Buuru,B/Tokkumaa,7.742700317,36.7380351,2040,https://akvoflow-23.s3.amazonaws.com/images/e08cbb44-5db7-40f4-b345-665d33b9768c.jpg,2014-10-10,On Spot,,,35,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gubee-Mullataa,Buuru,B/xumugaa,7.737069217,36.73973222,2005,https://akvoflow-23.s3.amazonaws.com/images/058ef7bb-7f7c-4795-848e-d970c8d47a24.jpg,2001-03-23,On Spot,,,80,,Spring,No,No,Gravity,,,Functional,Yes,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gubee-Mullataa,Buuru,B/gafaree,7.733720367,36.73547462,1943,https://akvoflow-23.s3.amazonaws.com/images/94ff5bcd-093d-4975-a163-3e7f6917e966.jpg,2001-12-04,On Spot,,,80,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gubee-Mullataa,Buuru,B/suphee,7.728105067,36.74182312,1775,https://akvoflow-23.s3.amazonaws.com/images/56613e24-a6de-4fca-97f8-65422d4193ef.jpg,2001-10-12,On Spot,,,85,,Spring,No,No,Gravity,,,Functional,Yes,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gubee-Mullataa,Mazoraa,B/A/jihaad A/boor,7.7363156,36.76866715,2009,https://akvoflow-23.s3.amazonaws.com/images/c29c2672-ed6f-4d3d-b97e-f10c7e016595.jpg,2013-12-01,On Spot,,,105,,Spring,No,No,Gravity,,,Functional,No,Yes,Yes,warmed(raamo alaalula),WASHCO,2013-06-01,Yes,2014-04-24,No,,0,No,,2014-09-23,No,,No,,
Mana,Gubee-Mullataa,Dooyu,B/A/Zinaab,7.737160533,36.76552118,2090,https://akvoflow-23.s3.amazonaws.com/images/cc1e68d3-1921-49c6-a7c9-20cd8036481c.jpg,2008-09-23,On Spot,,,125,,Spring,No,Yes,Gravity,,,Functional,Yes,No,No,,WASHCO,2009-08-22,No,2013-11-04,No,,1,No,,2013-08-31,No,,No,,
Mana,Gubee-Mullataa,Daallee,B/Diddibe,7.729588283,36.7666028,1975,https://akvoflow-23.s3.amazonaws.com/images/05f4b1b9-315e-448d-bf28-1cd3bf3fb80f.jpg,2002-11-09,On Spot,,,105,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gubee-Mullataa,Maantina,B/A/Macca Haji,7.7271088,36.77402743,1950,https://akvoflow-23.s3.amazonaws.com/images/90654739-83b1-4c65-9ef3-59a99e8341dd.jpg,2014-07-17,On Spot,,,50,,Spring,No,No,Gravity,,,Functional,No,Yes,No,,WASHCO,2014-06-26,Yes,2014-06-07,No,,0,No,,,No,,No,,
Mana,Gubee-Mullataa,Maamtinaa,B/A/lulleesa,7.73537045,36.75395857,2040,https://akvoflow-23.s3.amazonaws.com/images/096dc3ad-aa18-4579-8971-cf7648e85de6.jpg,2010-10-09,On Spot,,,110,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2011-10-12,Yes,2013-10-21,No,,11,No,,2013-10-22,No,,No,,
Mana,Gubee-Mullataa,Maantinaa,B/A/joobir,7.738602417,36.75265937,2050,https://akvoflow-23.s3.amazonaws.com/images/c6279ad5-fcad-4944-b83a-6bd3de2b313f.jpg,2007-12-25,On Spot,,,85,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gubee-Mullataa,Borqotaa,B/A/waaqqo,7.738941017,36.75718652,1976,https://akvoflow-23.s3.amazonaws.com/images/4bfdd62d-84c2-4572-952e-097503bf4e9c.jpg,1995-11-18,On Spot,,,60,,Spring,No,No,Gravity,,,Non Functional,No,Yes,Yes,Raamo Halaalula,No management,,No,,No,,,No,,,No,,No,,
Mana,Gubee-Mullataa,Jimmate,B/A/Bulguu,7.73223355,36.75048202,2343,https://akvoflow-23.s3.amazonaws.com/images/a72ad163-ace5-4f3d-b070-23280e0a8b25.jpg,2001-12-07,On Spot,,,125,,Spring,No,Yes,Gravity,,,Functional,Yes,No,No,,WASHCO,,N/A,,No,,,Yes,,,Yes,Metered (per cubic metere),Yes,,
Mana,Gubee-Mullataa,Maazoriya,pampii M/B/Highschool,7.732168783,36.7704112,2042,https://akvoflow-23.s3.amazonaws.com/images/b7e0c4d4-a39e-4dc8-b064-2b3a4dc47632.jpg,2009-10-11,On Spot,,,78,,Drilled well (shallow well),No,Yes,Hand pump,Afridev,Man Power,Functional,Yes,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gubee-Mullataa,Harsuu,B/Qayye,7.735729683,36.77733387,1957,https://akvoflow-23.s3.amazonaws.com/images/b2547dd5-357c-4dea-8272-afca14c2f11c.jpg,2009-12-02,On Spot,,,70,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gubee-Mullataa,Daallee,Hinturunii,7.733170783,36.78194112,1950,https://akvoflow-23.s3.amazonaws.com/images/8f63a6ee-e98c-43cc-9c85-16bb8fb9b79f.jpg,1996-06-22,On Spot,,,76,,Spring,No,No,Gravity,,,Partial Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gubee-Mullataa,Daallee,B/A/Tamaam Sheekii,7.73327265,36.78510575,1946,https://akvoflow-23.s3.amazonaws.com/images/2451cd5f-d9aa-428b-84da-1174c5557664.jpg,1996-09-25,On Spot,,,85,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gubee-Mullataa,waasilli,B/dhiibu,7.719330933,36.78734328,1893,https://akvoflow-23.s3.amazonaws.com/images/579840ba-6c48-45b9-9bb8-93f2c1cd1665.jpg,2009-09-17,On Spot,,,85,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gubee-Mullataa,waasilli,B/agaloo,7.718408817,36.78549007,1894,https://akvoflow-23.s3.amazonaws.com/images/c3b80597-1e6b-44e6-ba60-7d1081c52149.jpg,2011-08-18,On Spot,,,60,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gubee-Mullataa,Abujedii,B/A/Firaa A/Bulguu,7.714645867,36.77826142,1902,https://akvoflow-23.s3.amazonaws.com/images/ff0b7a88-f85c-407d-ab47-74383adfb289.jpg,2004-08-09,On Spot,,,105,,Spring,No,Yes,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gubee-Mullataa,Furdisaa,B/harsuu,7.71652035,36.77376992,1918,https://akvoflow-23.s3.amazonaws.com/images/072d3db9-2096-4662-b87e-8ad4af51fbce.jpg,2008-09-05,On Spot,,,85,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gubee-Mullataa,Furdisaa,B/Kabadda,7.723962117,36.772171,1960,https://akvoflow-23.s3.amazonaws.com/images/f0c4aa3b-5183-471e-9f7a-55aa9b13dee3.jpg,2013-10-22,On Spot,,,50,,Spring,No,No,Gravity,,,Partial Functional,No,No,No,,WASHCO,,N/A,,No,,,Yes,,,Yes,Metered (per cubic metere),Yes,,
Mana,Gubee-Mullataa,Furdisaa,B/H/goddu,7.72500205,36.77961977,1889,https://akvoflow-23.s3.amazonaws.com/images/6d16da35-be6f-4ea8-9487-781e86f43208.jpg,2001-09-17,On Spot,,,62,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gubee-Mullataa,Daallee,B/A/Bosoo,7.730496017,36.79013853,1877,https://akvoflow-23.s3.amazonaws.com/images/2f0eb64b-67ed-47de-af61-8a129d269da0.jpg,1995-09-14,On Spot,,,150,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gubee-Mullataa,Daallee,B/A/Fixaa A/Warri,7.72996025,36.7911018,1927,https://akvoflow-23.s3.amazonaws.com/images/90ea6ef8-f616-4883-911e-5f5597ba4de4.jpg,2014-07-20,On Spot,,,120,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gubee-Mullataa,Furdisaa,B/Nagaa A/Duraa,7.706704617,36.80053163,1708,https://akvoflow-23.s3.amazonaws.com/images/f3983cd9-335f-453a-b261-5ea8bd55aeb0.jpg,2003-08-15,On Spot,,,90,,Spring,No,No,Gravity,,,Functional,Yes,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gubee-Mullataa,Furdisaa,B/A/garoo,7.709623083,36.79261248,1797,https://akvoflow-23.s3.amazonaws.com/images/95e17944-42ce-4719-867c-fed59e368930.jpg,2009-02-26,On Spot,,,106,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2010-09-23,No,2012-09-27,No,,0,No,,2012-11-23,No,,No,,
Mana,Gubee-Mullataa,Daallee,B/A/Tamaam A/Bosoon,7.7293039,36.79258818,1916,https://akvoflow-23.s3.amazonaws.com/images/3394eb96-2b75-44e3-80df-0532289ceac6.jpg,2005-09-17,On Spot,,,48,,Spring,No,Yes,Gravity,,,Functional,No,Yes,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gubee-Mullataa,Kemellee,B/A/Fixaa A/wajji,7.686635317,36.8001902,1703,https://akvoflow-23.s3.amazonaws.com/images/0370003e-408e-4e2d-9ccc-10ceb156b21d.jpg,2008-05-29,On Spot,,,50,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gubee-Mullataa,Abjadii,school pump,7.7333,36.7733,2037,,2003-6,On spot,,,25,,Hand dug well,No,No,Hand pump,Afridev,Man Power,Non Functional,No,No,No,,No management,,No,,No,,,,,,No,,No,,
Mana,Gubee-Mullataa,Abjadii,school pump,7.7234,36.7655,2061,,2005-4,On spot,,,12,,Hand dug well,Yes,No,Hand pump,Afridev,Man Power,Functional,,,,,,,,,,,,,,,,,,,
Mana,Gube-Muleta,Bajii,B/A/boor,7.700009717,36.7770935,1829,https://akvoflow-23.s3.amazonaws.com/images/0a9cda71-3017-4283-bbfc-cd5311b14ab6.jpg,2009-12-04,On Spot,,,50,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gube-Muleta,Badii,B/A/garoo,7.7016426,36.78364453,1794,https://akvoflow-23.s3.amazonaws.com/images/a9f9324f-d8f8-433e-a926-3ce6b463d24c.jpg,2007-04-10,On Spot,,,90,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gube-Muleta,Borqotaa,B/waarsu,7.733399183,36.75862248,1995,https://akvoflow-23.s3.amazonaws.com/images/155ce6e6-0f3e-4e06-8aef-c0d8af16ac1e.jpg,2009-09-12,On Spot,,,120,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gube-Muleta,Maazoriyaa,Hp Buufata Fayya,7.729130583,36.76962383,1942,https://akvoflow-23.s3.amazonaws.com/images/f705832a-2dfa-412b-a235-57a012bc93fa.jpg,2010-11-26,On Spot,,,80,,Drilled well (shallow well),No,Yes,Hand pump,Afridev,Man Power,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gube-Muleta,Daallee,B/Abdoo A/duraa,7.728112333,36.7839768,2815,https://akvoflow-23.s3.amazonaws.com/images/f2a86021-324f-42ad-8d9e-2cd85cac6fc2.jpg,2005-03-04,On Spot,,,75,,Spring,No,No,Gravity,,,Partial Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gube-Muleta,Furdisaa,B/Abdalla A/Macca,7.7116246,36.7990968,1886,https://akvoflow-23.s3.amazonaws.com/images/c7813495-e0f3-4cff-8aed-ad8fe3ccb021.jpg,2008-12-07,On Spot,,,120,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Gube-Muleta,Amanuu,B/Masgidaa,7.681788967,36.80160715,1713,https://akvoflow-23.s3.amazonaws.com/images/b8430dd7-a9dd-40fd-a67b-71ad936d80aa.jpg,2001-05-10,On Spot,,,100,,Spring,No,No,Gravity,,,Functional,No,Yes,Yes,Raamo Alaalulaa,No management,,No,,No,,,No,,,No,,No,,
